time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
6/27/2019,2,29,21.5,24.9,31.3,25.1,27.4,0,0,0,0,20.1,46.8,112,23.84,4.99
6/28/2019,1,29.3,20.3,24.6,31.8,22.4,26.8,0,0,0,0,18.5,46.8,113,27.08,5.57
6/29/2019,0,30.7,20.8,25,32.8,22.5,26.9,0,0,0,0,19.2,47.2,114,28.47,6.13
6/30/2019,1,30,21.3,25.7,34.2,23.1,27.6,0,0,0,0,13.7,34.9,108,26.93,5.93
7/1/2019,51,30.5,21.3,25.7,33.7,22.7,27.6,0.1,0.1,0,1,11.8,35.3,117,25.18,5.65
7/2/2019,51,31,21.5,26.2,34.6,23.8,29,0.3,0.3,0,1,9.5,28.4,106,23.88,5.24
7/3/2019,61,30.9,23.1,26.8,35.7,26,30.1,1.5,1.5,0,2,11.8,28.8,107,22.77,5.06
7/4/2019,51,31.9,22.9,27.6,37,26.1,30.8,0.2,0.2,0,1,12.3,29.9,113,22.9,5.31
7/5/2019,53,31.4,23.4,27.5,36.3,26.9,30.7,0.5,0.5,0,1,13.4,29.9,105,22.4,5.23
7/6/2019,1,33.2,22.8,27.5,35.1,24.7,29.5,0,0,0,0,19.9,45.4,107,27.85,6.68
7/7/2019,3,32.5,22.8,27.7,35.7,25.7,30.6,0,0,0,0,16.6,36,104,25.99,6.01
7/8/2019,1,34.9,23.7,29.3,38.1,25.8,31.6,0,0,0,0,12.3,31,76,24.84,6.05
7/9/2019,0,36.5,23.9,30.3,38.8,25.5,31.6,0,0,0,0,13.9,38.5,101,29.09,7.35
7/10/2019,51,35.6,24.2,29.6,38.4,26.2,31.7,0.3,0.3,0,1,13,33.1,78,27.82,6.6
7/11/2019,61,34.4,23.8,28.2,36.9,25.6,30.7,5.1,5.1,0,8,16.3,33.8,13,25.57,5.68
7/12/2019,51,31.6,22,27.4,35.7,24.6,30.7,0.5,0.5,0,2,7.1,25.2,295,24.32,5.2
7/13/2019,2,33.8,22.2,28.7,36.6,24.7,31.5,0,0,0,0,13,29.9,334,24.37,5.5
7/14/2019,1,33.8,22.7,28.9,37.2,24.5,31.2,0,0,0,0,8.4,27.4,70,23,5.52
7/15/2019,51,32.3,25.1,28.7,35.8,28.4,31.4,0.3,0.3,0,1,12.6,33.5,109,22.27,5.34
7/16/2019,1,33.3,24.1,28.3,36.4,26.8,30.7,0,0,0,0,16.9,40.3,109,23.91,6.04
7/17/2019,1,34.7,23.2,28.2,36.8,25.2,30.1,0,0,0,0,19.2,48.2,110,27.14,6.87
7/18/2019,0,33.9,23.1,28.1,36.7,25.6,29.9,0,0,0,0,17.9,46.8,112,25.83,6.54
7/19/2019,1,33.7,23,28.1,35.7,25.2,29.5,0,0,0,0,18.8,39.2,112,25.68,6.64
7/20/2019,0,34.3,23.1,28.5,35.6,24.9,29.8,0,0,0,0,15.6,34.9,111,28,7.05
7/21/2019,1,35.4,22.7,28.7,37.6,24.4,30,0,0,0,0,13.7,37.4,103,28.36,7.11
7/22/2019,51,32.9,23.7,27.3,36.1,26.4,29.9,0.8,0.8,0,2,19.5,45.4,93,23.38,5.49
7/23/2019,63,30.4,22,25.7,33.9,25.5,29.3,14.3,14.3,0,6,10.7,34.2,62,19.93,4.2
7/24/2019,53,26.3,22.4,24.3,30.3,26,27.8,2.3,2.3,0,10,7.4,28.1,127,15.95,3.23
7/25/2019,1,28.2,19.2,24.2,31.1,21.5,26.6,0,0,0,0,10.4,27.4,113,25.33,5.18
7/26/2019,1,29.1,21.2,24.6,32,23.2,27.1,0,0,0,0,15.4,38.2,102,25.14,5.22
7/27/2019,51,30.1,21.4,25.5,32.3,25.2,28.5,0.1,0.1,0,1,14,37.1,106,23.57,5.01
7/28/2019,1,32.9,22.5,26.9,36.2,25.1,29.4,0,0,0,0,15.9,40,111,24.78,5.83
7/29/2019,1,33.2,22.1,27.2,36,24.4,29.4,0,0,0,0,11.3,37.8,110,27.28,6.29
7/30/2019,2,33.5,22.9,27.8,36.2,25.7,30.1,0,0,0,0,12.9,34.9,108,26.53,6.29
7/31/2019,1,34.4,22.9,28.5,35.5,24.7,29.7,0,0,0,0,13.2,34.6,102,28.38,6.87
8/1/2019,1,33.9,23.4,28.5,36.2,26.1,30.5,0,0,0,0,12.6,33.5,101,27.25,6.58
8/2/2019,1,33.4,22.6,28.4,36.7,25.1,30.9,0,0,0,0,10.5,28.4,99,27,6.29
8/3/2019,51,34.5,23.2,29.3,36.9,25.6,31.4,0.1,0.1,0,1,10,29.5,118,26.8,6.44
8/4/2019,51,34.6,25.3,29.7,37.8,27.8,32.2,0.4,0.4,0,1,9.4,28.4,106,26.28,6.22
8/5/2019,2,34.8,25.2,30.1,37.7,27.8,32.5,0,0,0,0,12.4,28.8,98,25,6.1
8/6/2019,1,34.4,25.3,29.8,36.8,28.3,32.3,0,0,0,0,12,27.4,97,23.97,6
8/7/2019,1,34.6,24.9,29.8,37.7,27.8,32.3,0,0,0,0,12.2,31.3,108,24.92,6.19
8/8/2019,1,36.2,24.4,30.3,39.4,27.3,32.5,0,0,0,0,15.8,31.7,112,26.94,6.86
8/9/2019,0,35.9,24.5,30.2,38.4,27.4,32.1,0,0,0,0,16.5,35.3,111,27.15,6.99
8/10/2019,0,36.2,24.2,29.7,38.3,26.5,31.4,0,0,0,0,15.1,45.7,109,27.17,7.13
8/11/2019,1,35.5,23.9,29.6,38.7,27,32,0,0,0,0,12.9,33.8,106,27.08,6.77
8/12/2019,1,36.5,24.3,30.3,40,27.6,32.8,0,0,0,0,12.3,34.2,103,27.51,6.86
8/13/2019,0,36.3,24.5,30.6,38.8,26.9,32.3,0,0,0,0,12.7,32.4,107,27.55,7.05
8/14/2019,1,35.6,25,30.2,38.3,27.9,32.4,0,0,0,0,9.8,32.4,91,27.03,6.66
8/15/2019,51,35.5,24.7,30.3,38.6,27.6,32.7,0.2,0.2,0,1,11.2,27,97,26.17,6.48
8/16/2019,1,35.6,25.1,30.5,38.7,27.7,32.8,0,0,0,0,10.5,27.4,112,25.9,6.45
8/17/2019,0,35.6,25.1,30.3,39.1,28.2,32.7,0,0,0,0,11.4,28.1,110,25.44,6.4
8/18/2019,1,35.5,25,30.1,39,27.7,32.4,0,0,0,0,12.7,34.9,103,25.65,6.57
8/19/2019,1,35.1,24.5,29.4,37,27.6,31.5,0,0,0,0,18.7,45.7,109,26.61,7.05
8/20/2019,1,34.2,23.6,28.6,35.2,26.8,30.2,0,0,0,0,18.7,46.8,112,25.95,6.91
8/21/2019,0,33.9,22.9,28,34.5,25.7,29.7,0,0,0,0,17.6,45,113,25.23,6.45
8/22/2019,1,33.2,23.5,28.3,37,26.5,31,0,0,0,0,12.8,36.7,108,24.24,5.83
8/23/2019,51,34.6,24.8,29.1,38.4,28.4,32.1,0.2,0.2,0,1,11.5,30.2,69,21.45,5.13
8/24/2019,51,33.7,25.4,29.2,37.3,28.5,32.4,0.3,0.3,0,2,9.9,24.5,14,18.75,4.52
8/25/2019,55,34.1,25.4,29,38.4,30,33.4,1.9,1.9,0,3,8,27,36,20.65,4.7
8/26/2019,1,35.6,24.4,30,39.5,28.8,33.7,0,0,0,0,12.2,29.9,118,25.49,6.04
8/27/2019,1,34.9,25.3,29.8,38.3,27.7,32.3,0,0,0,0,19.8,31,110,22.95,5.77
8/28/2019,3,32.6,24.2,28.5,37,28.7,31.9,0,0,0,0,13.7,30.6,96,22.1,5.24
8/29/2019,1,34.3,24.1,28.7,35.7,27,30.8,0,0,0,0,14,37.4,104,26.03,6.27
8/30/2019,1,33.6,24,28.9,36.3,26.7,30.9,0,0,0,0,11.7,31.7,108,25.1,6.04
8/31/2019,51,32.7,23.5,27.7,35.2,27.3,30.3,0.1,0.1,0,1,11.6,31.7,92,21.29,5.14
9/1/2019,55,30.6,22.8,26.6,34.2,26.2,29.8,2.2,2.2,0,5,10.5,31,89,20.26,4.4
9/2/2019,2,31.1,21.8,26.8,33.2,24.6,29.1,0,0,0,0,10.9,29.5,74,22.5,5.09
9/3/2019,53,31.8,22.4,26.6,33.8,24,28.4,2.4,2.4,0,5,14.1,33.5,49,21.61,5.06
9/4/2019,65,23.4,21.9,22.5,27.5,23.6,25.3,183.9,183.9,0,24,17.6,55.1,279,2.05,0.76
9/5/2019,63,27.4,22.3,24.4,32.3,25.9,28.6,20.3,20.3,0,14,9.4,30.6,90,20.58,3.98
9/6/2019,51,27.7,22,24.4,32.5,26.2,28.7,1.5,1.5,0,5,13.2,34.6,102,18.93,3.66
9/7/2019,1,28.2,21.6,24.6,33,25.2,28.5,0,0,0,0,10.9,28.1,103,23.26,4.55
9/8/2019,3,28.6,21,24.5,32.8,24.1,28,0,0,0,0,13.8,30.6,110,22.26,4.4
9/9/2019,3,28.4,21.3,24.4,33.3,24.7,27.9,0,0,0,0,12,30.6,109,21.36,4.17
9/10/2019,51,27.7,20.8,23.9,31.6,23.9,27.2,0.3,0.3,0,2,11.8,30.2,109,19.26,3.77
9/11/2019,3,28.3,21,24.3,33,24,27.6,0,0,0,0,15.8,36,111,19.83,3.96
9/12/2019,53,27.5,20.3,23.5,32.2,23.2,26.8,1.4,1.4,0,3,12.1,34.9,107,20.35,3.93
9/13/2019,51,26.8,20.5,23.1,31.6,24,26.5,2,2,0,10,11.2,32.8,104,17.44,3.32
9/14/2019,51,27.3,20.4,24,31.4,22.9,27.1,0.2,0.2,0,1,8.3,23.4,93,21.7,4.22
9/15/2019,51,27.7,19.2,23.8,31.3,20.9,26.6,0.4,0.4,0,2,7.9,19.1,50,22.02,4.37
9/16/2019,1,27.5,20.1,24.3,31.5,22.1,27.7,0,0,0,0,7.7,21.2,10,20.93,4.11
9/17/2019,1,29.3,21,25.1,33.8,23.3,28.8,0,0,0,0,6.4,23.4,118,21.15,4.31
9/18/2019,1,30.5,22.9,26.5,36.8,26.1,30.8,0,0,0,0,7.2,20.2,119,22.06,4.58
9/19/2019,2,30.3,22.7,26.2,36.1,26.1,30.5,0,0,0,0,8.3,23,115,21.4,4.41
9/20/2019,3,29.5,22.5,25.7,33.8,26.3,29.1,0,0,0,0,15.5,38.2,113,18.59,4.02
9/21/2019,1,29.7,21.4,25.3,32.7,24,27.8,0,0,0,0,16.3,37.8,111,21.39,4.64
9/22/2019,3,29.9,21.6,25.4,33.9,24.5,28.6,0,0,0,0,9.4,28.4,105,20.43,4.3
9/23/2019,1,30.4,21.7,25.6,33.8,24.7,28.6,0,0,0,0,11.3,31.3,107,22.94,4.88
9/24/2019,2,30.6,22,25.8,34.2,25.2,28.8,0,0,0,0,11.3,30.6,116,21.66,4.63
9/25/2019,2,30.5,22.2,26.2,35.4,25.3,29.8,0,0,0,0,8,22,109,20.43,4.29
9/26/2019,51,29.9,23.2,26.3,35,27.3,30.5,0.4,0.4,0,2,6.9,22.3,104,18.31,3.85
9/27/2019,51,30.4,22.8,26.4,34.7,26.4,30,0.2,0.2,0,1,10.2,28.4,112,19.84,4.27
9/28/2019,1,31.6,21.8,26.3,34.3,24.7,28.9,0,0,0,0,15,38.5,110,21.12,4.95
9/29/2019,2,30.1,21.6,25.9,31.3,24.5,28,0,0,0,0,21.9,54,114,19.93,4.68
9/30/2019,3,30.4,22,25.9,31.9,24.8,27.9,0,0,0,0,23.2,54.7,113,18.88,4.56
10/1/2019,2,30.6,21.6,25.6,32.2,24.9,28.1,0,0,0,0,19,45,112,18.55,4.36
10/2/2019,2,29.2,21.1,25,31.8,24.3,27.7,0,0,0,0,13.8,34.6,105,18.89,4.11
10/3/2019,51,29.1,21.1,24.5,31.8,24.5,27.2,0.3,0.3,0,2,13,33.5,101,19.43,4.1
10/4/2019,51,27.7,21.4,24.3,30.8,24.3,27.2,0.9,0.9,0,5,10.8,31,95,17.61,3.6
10/5/2019,0,30.4,19.3,25.2,34,21,27.9,0,0,0,0,7.6,20.2,106,22.01,4.6
10/6/2019,0,30.7,18.5,25.5,34,20.3,28,0,0,0,0,7.6,20.9,134,21.05,4.5
10/7/2019,53,27.9,21.2,24.8,29.9,23,27.1,1.7,1.7,0,6,12,29.5,37,16.63,3.46
10/8/2019,2,28.5,21.8,24.7,29.8,23.2,26.3,0,0,0,0,14.5,34.9,112,19.29,4.21
10/9/2019,0,30.8,20.3,25.1,33.4,22,27,0,0,0,0,11.3,29.2,121,21.22,4.75
10/10/2019,0,33.1,20.6,26.4,35.4,22.6,28.4,0,0,0,0,10.6,24.1,122,21.1,4.94
10/11/2019,51,30,13.8,21.5,32.3,12.4,22.2,1.4,1.4,0,7,23.4,52.9,7,15.33,3.44
10/12/2019,3,19.7,11.9,15.4,18.2,10,14,0,0,0,0,10.3,24.1,27,15.9,2.93
10/13/2019,1,26.3,15,20.4,27.2,14.1,20.5,0,0,0,0,11.3,28.8,81,19.99,4.06
10/14/2019,2,29.2,18.6,23.7,31.6,19.9,25.9,0,0,0,0,10.5,27,87,19.16,3.92
10/15/2019,2,31.3,20.5,25.7,35.5,23.2,29,0,0,0,0,9.3,21.6,99,19.92,4.19
10/16/2019,63,25.4,19.7,22,27.6,21.8,24.2,13.4,13.4,0,13,14.3,39.2,16,10.86,2.16
10/17/2019,51,24.9,17.7,20.6,26.4,19.2,22,0.7,0.7,0,4,9,19.8,56,13.73,2.76
10/18/2019,0,28.5,18,23,31.3,18.8,24.6,0,0,0,0,11,26.3,125,20.63,4.18
10/19/2019,1,32,19,26.1,34.1,19.9,27.9,0,0,0,0,9.1,23.4,18,18.88,4.32
10/20/2019,51,29,22.7,25.7,31.9,24.8,28.5,0.2,0.2,0,1,11.2,27,130,14.97,3.25
10/21/2019,1,31,21.4,26.1,31.9,23.9,27.6,0,0,0,0,15.1,32.4,344,18.07,4.33
10/22/2019,2,26.6,19,22.6,26.8,19.4,22.6,0,0,0,0,14.6,36.4,106,19.22,4.34
10/23/2019,2,26.9,17.1,21.7,27.7,18,22.7,0,0,0,0,16.4,40,118,16.32,3.42
10/24/2019,51,27.2,19.4,22.7,29,21.7,25,0.1,0.1,0,1,11.4,30.6,111,13.48,2.82
10/25/2019,61,20.4,12.7,15.6,21.2,8.6,12.3,3,3,0,6,22.7,52.9,320,15.2,3.56
10/26/2019,0,22.1,12.3,16.7,20.9,9.5,14.7,0,0,0,0,10.2,25.6,61,20.65,4.08
10/27/2019,1,27.3,15.6,20.8,28,14.2,20.4,0,0,0,0,10.3,25.2,116,18.88,3.94
10/28/2019,0,27.9,17.6,22.5,29.4,18.8,23.9,0,0,0,0,10.5,26.6,110,17.29,3.58
10/29/2019,2,28.1,18.9,23.1,31,21,25.6,0,0,0,0,9.8,24.5,86,17.34,3.39
10/30/2019,55,27.2,15,21.9,29.4,13.6,23.4,3.4,3.4,0,6,17.3,37.1,17,13.42,2.89
10/31/2019,53,13.9,8.8,11.6,12.2,4.5,8,1,1,0,2,15.8,33.1,357,14.28,2.92
11/1/2019,1,18.4,7.9,13,15.6,5.4,10.2,0,0,0,0,11.9,28.8,91,18.3,3.36
11/2/2019,3,20.1,12.4,16.1,19.1,10.3,14.4,0,0,0,0,12.6,29.2,76,18.34,3.41
11/3/2019,1,21.8,12.3,16.8,21.1,10.9,16.1,0,0,0,0,13.2,33.5,96,17.79,3.13
11/4/2019,1,27.4,15.8,21.5,28.9,16.6,22.6,0,0,0,0,8.3,22.3,117,17.46,3.46
11/5/2019,1,27.8,19.1,23.2,29.5,20.2,24.6,0,0,0,0,13,35.3,113,17.68,3.77
11/6/2019,3,26.4,17.6,21.7,26.6,19.2,22.9,0,0,0,0,20.2,47.9,115,13.38,2.8
11/7/2019,63,28.7,18.9,22.5,32.3,19.1,25.1,20.4,20.4,0,11,19,39.6,39,15.56,3.06
11/8/2019,63,17.4,12.7,13.8,17.4,11.7,13.1,6.3,6.3,0,11,14,38.9,359,4.75,0.89
11/9/2019,3,17.3,11.8,14.3,16.9,11.1,13.9,0,0,0,0,8.3,22.3,80,12.33,1.94
11/10/2019,2,22.6,12.4,17.3,23.8,12.1,17.8,0,0,0,0,11.8,27.7,101,17.4,2.89
11/11/2019,61,27.2,11.9,20.4,30.5,9.7,21.7,7.8,7.8,0,6,19.5,55.4,17,15,2.97
11/12/2019,53,10.6,4.1,5.5,8,-0.1,2,8.6,8.6,0,22,16.9,37.4,344,4.73,0.83
11/13/2019,55,8.8,3.6,6,7.1,0.8,3.7,5.1,5.1,0,13,8,20.5,71,7.24,0.93
11/14/2019,51,18.3,8.8,13.1,17.5,7.4,12.1,0.4,0.4,0,3,10.4,24.5,26,15.66,2.46
11/15/2019,51,15.6,9.3,12.3,14.2,7.9,10.8,0.3,0.3,0,2,8.9,20.9,28,14.26,2.14
11/16/2019,1,18.1,9.4,13.3,17.2,7.3,11.8,0,0,0,0,11.6,27.7,96,17.49,2.7
11/17/2019,1,24.1,13.5,18,24.9,12.7,18.3,0,0,0,0,7.6,16.2,67,12.96,2.43
11/18/2019,1,23.4,15.3,19,24.9,15.7,19.7,0,0,0,0,9.2,21.6,120,16.9,2.99
11/19/2019,1,24.7,16.1,20,26.2,16.2,20.8,0,0,0,0,11.2,28.1,124,16.76,3.1
11/20/2019,2,26.6,17.3,21.3,29.2,18.5,23,0,0,0,0,12.1,29.5,122,16.02,3.08
11/21/2019,2,27.3,18.9,22.5,29.9,20.3,24.5,0,0,0,0,9.1,22,147,13.92,2.8
11/22/2019,3,26.8,17.7,21.4,27.8,18.5,22.5,0,0,0,0,15.2,34.9,13,16,3.1
11/23/2019,51,19,15.8,17.3,20.5,16.6,18.3,1.2,1.2,0,6,8,21.2,60,8.45,1.43
11/24/2019,1,21.9,14.3,17.8,22.1,14.5,18.2,0,0,0,0,10.1,25.6,104,16.22,2.8
11/25/2019,1,28.6,13,21,28.8,11.5,20.6,0,0,0,0,10.2,19.4,186,15.68,3.42
11/26/2019,1,30.3,15.1,22.2,30.2,14,22.2,0,0,0,0,9.9,22.7,238,13.99,3.21
11/27/2019,3,20.8,13.1,17.5,20.2,12.2,16.8,0,0,0,0,13.8,32.4,21,11.13,2.31
11/28/2019,2,21.3,12.2,16.4,21.1,11.2,16,0,0,0,0,11.4,28.8,85,14.98,2.56
11/29/2019,51,25.9,16,20.7,28.1,16.4,22.1,0.1,0.1,0,1,9.9,26.3,118,15.03,2.77
11/30/2019,0,31.2,15.5,23,32.8,15.3,24.1,0,0,0,0,9.2,18,222,16.1,3.28
12/1/2019,2,22.7,14.2,18.5,21.6,12.3,17,0,0,0,0,11.7,26.3,47,12.65,2.94
12/2/2019,1,17.7,11.9,14.5,14.6,9.7,11.8,0,0,0,0,12,30.2,97,15.42,3.03
12/3/2019,0,23.5,11.9,17.2,22.9,9.4,16,0,0,0,0,7.9,18,74,16.16,3.02
12/4/2019,1,24.3,13.8,19,23.4,12.5,18.1,0,0,0,0,9.9,24.1,120,16.21,3.3
12/5/2019,1,25.6,14.1,19.5,26.6,13.3,19.7,0,0,0,0,8.7,17.3,136,15.8,2.98
12/6/2019,1,24.8,14.1,19.8,25.2,12.4,19.3,0,0,0,0,10,25.2,14,15.49,3.25
12/7/2019,3,20.9,15.2,17.7,20.9,14.8,17.6,0,0,0,0,12,28.1,95,14.15,2.43
12/8/2019,1,25.9,14.2,19.6,26.6,14,20.2,0,0,0,0,8.6,22.7,125,15.49,2.9
12/9/2019,1,29.8,16.5,22.7,30.7,15.9,23.2,0,0,0,0,7.8,16.6,126,15.72,3.23
12/10/2019,51,21.2,11,15.6,21.8,9.4,14,0.1,0.1,0,1,18.8,43.2,343,5.85,1.53
12/11/2019,3,14.5,8.3,11,12.1,6.4,9,0,0,0,0,12.6,31,79,13.48,1.98
12/12/2019,1,18.6,7.2,12.5,17.9,5,11.2,0,0,0,0,7.2,19.8,82,14.74,2.25
12/13/2019,0,27.9,9.1,18.3,25.4,6.9,16.8,0,0,0,0,11.8,30.6,269,16.3,3.34
12/14/2019,0,28.2,8.7,18.7,27.1,6.5,17.4,0,0,0,0,7.3,20.9,190,16.28,3.38
12/15/2019,0,31.3,11.9,21.2,30.7,9.7,20.3,0,0,0,0,8.8,16.6,217,16.15,3.43
12/16/2019,1,30.1,12.8,20.6,26,10,18.2,0,0,0,0,17.2,40.3,330,16.03,4.5
12/17/2019,3,15.3,8.3,10.9,13.7,4.7,7.2,0,0,0,0,14.3,35.3,357,13.22,2.62
12/18/2019,1,11.3,5.4,8.1,6.5,1.2,3.9,0,0,0,0,13.8,32.4,85,14.54,2.61
12/19/2019,2,13.5,3.9,8.6,9.3,-0.6,4.8,0,0,0,0,17.2,40.3,95,13.92,2.58
12/20/2019,53,14.4,10.1,12.3,14.1,8.5,11.5,3.2,3.2,0,11,6.8,15.1,16,3.49,0.71
12/21/2019,51,15.4,11.3,13.3,14,10.4,12,1,1,0,8,7.4,19.1,309,5.08,1.09
12/22/2019,0,19.5,5.8,13.4,18.4,3.3,11.5,0,0,0,0,8,16.6,230,16.57,2.79
12/23/2019,0,20.4,8.1,14.3,19.1,5.8,12.5,0,0,0,0,10.2,24.8,109,16.42,2.87
12/24/2019,0,22.2,11.8,16.3,21.6,10.2,15.2,0,0,0,0,10,25.2,124,15.71,2.86
12/25/2019,1,25.7,12.1,18.3,26.2,11.4,18.2,0,0,0,0,9.5,21.6,121,15.54,2.98
12/26/2019,51,22.1,15,18,22.8,14.8,18.6,0.3,0.3,0,2,8.7,22.3,100,12.15,2.15
12/27/2019,3,23.1,15.1,18.2,22.7,15.3,18.4,0,0,0,0,14.5,34.9,109,12.52,2.32
12/28/2019,2,27.8,14.1,20.7,28,14,21.1,0,0,0,0,8,28.8,144,12.57,2.66
12/29/2019,3,24.4,13.6,18.6,22.9,11.7,17.1,0,0,0,0,13,30.6,58,12.18,2.92
12/30/2019,1,15.7,10,13,12.2,7.2,10.1,0,0,0,0,15.5,37.4,89,15.93,2.9
12/31/2019,51,13.3,9.2,11.3,11.8,7,9.3,0.4,0.4,0,2,15.9,35.6,94,7.25,1.24
1/1/2020,53,17.1,12.4,14.4,17.7,12.1,14.2,7.3,7.3,0,17,9.2,22,320,2.93,0.73
1/2/2020,53,20.9,11.8,15.6,20.5,10.6,15.2,3.5,3.5,0,10,9,26.6,261,7.29,1.44
1/3/2020,1,19.3,10.2,14.3,14.7,7.5,10.9,0,0,0,0,27.1,65.5,299,15.38,3.45
1/4/2020,0,19,7.9,13.7,17.7,5,11.4,0,0,0,0,8.7,26.6,186,16.92,2.99
1/5/2020,0,21.5,8.1,15.2,20.5,5.7,13.7,0,0,0,0,7.6,18.7,146,16.86,2.92
1/6/2020,1,24.6,9.8,17.4,24.6,7.6,16.6,0,0,0,0,6.5,16.2,272,16.58,2.96
1/7/2020,2,18.3,10.9,14.7,16,8.2,12.2,0,0,0,0,12.6,31,22,16.28,3.28
1/8/2020,2,19.5,9.5,14.2,18,7.1,12.6,0,0,0,0,15.3,36.7,109,13.55,2.36
1/9/2020,1,26.1,14.2,19.4,26,13.8,19.2,0,0,0,0,10,20.2,152,14.75,2.95
1/10/2020,1,29.8,14,21.3,28.7,13.7,21,0,0,0,0,13,38.5,142,16.21,3.67
1/11/2020,1,22.1,9.9,17.1,18.5,6.1,13.4,0,0,0,0,17.3,41.8,340,17.67,4.32
1/12/2020,1,21.8,9.6,15.3,20.6,5.9,13.4,0,0,0,0,11.4,25.9,96,17.14,3.28
1/13/2020,2,22.7,14.6,18.3,22.7,13.4,18,0,0,0,0,6.1,16.9,39,12.44,2.34
1/14/2020,1,25.2,15.9,20.4,26.8,15.2,21.1,0,0,0,0,7.3,20.9,115,16.35,3.02
1/15/2020,3,25.2,16.6,20.9,26.6,17.3,22.2,0,0,0,0,8,23.4,117,14.46,2.72
1/16/2020,51,24.4,17.2,20.1,23.9,17.7,20.7,1.6,1.6,0,7,16.6,42.1,105,11.5,2.38
1/17/2020,51,22.4,15.8,19.1,23.8,16.7,20.3,0.3,0.3,0,2,10.7,27.7,92,8.88,1.72
1/18/2020,51,23.7,15.9,19.8,25.1,16.3,20.8,1.4,1.4,0,6,10.5,23.4,13,12.01,2.35
1/19/2020,53,17.4,10.9,14,18.2,9.1,12.5,3.1,3.1,0,7,10.1,23.8,43,7.9,1.68
1/20/2020,2,13,9.3,11,9.8,6.9,8.2,0,0,0,0,13.4,33.1,98,11.44,2.06
1/21/2020,3,15.4,7.4,11.6,12.5,5.1,9.2,0,0,0,0,20,46.8,104,13.92,2.09
1/22/2020,51,18.4,10.8,14.7,18.4,9.7,14.5,0.4,0.4,0,3,10.5,30.2,40,6.07,1.15
1/23/2020,2,22.4,12.9,17.6,22.7,11.1,16.8,0,0,0,0,9.8,24.5,1,16.69,3.22
1/24/2020,3,19.4,12,15.7,18,10.6,14.2,0,0,0,0,15,37.4,107,14.67,2.67
1/25/2020,51,19.2,12.4,15.6,20.4,11.6,15.8,0.2,0.2,0,2,8.1,27.7,70,5.37,1.08
1/26/2020,1,26.6,12.4,19.3,25,11.7,18.5,0,0,0,0,12.1,29.5,262,16.42,3.52
1/27/2020,0,25.5,13.5,19.9,25.9,12.2,19.4,0,0,0,0,10.4,23.4,143,18,3.62
1/28/2020,1,26.6,14.3,20.3,23.1,12.8,18.4,0,0,0,0,18,42.8,309,18.55,4.36
1/29/2020,1,19.7,11.7,15.6,17.2,9.4,12.7,0,0,0,0,14.5,35.3,107,18.93,3.85
1/30/2020,61,14.8,9.9,12.4,13.2,7.7,10.5,3,3,0,4,11.7,28.8,63,9.09,1.74
1/31/2020,3,17.9,9.6,13.2,17.3,8.6,12.2,0,0,0,0,10.6,27,59,16.68,2.67
2/1/2020,3,19.5,9.6,14.1,17.6,7.5,12.4,0,0,0,0,8.2,23.4,341,16.79,2.94
2/2/2020,2,21.2,12.5,16.6,20.5,11,15.5,0,0,0,0,8.9,24.5,101,14.2,2.68
2/3/2020,2,24.2,14.8,19.1,24,14.3,19.3,0,0,0,0,8.8,23.8,156,8.5,1.88
2/4/2020,1,28.2,10.7,19.7,26.9,8.8,18.6,0,0,0,0,13,34.2,215,17.37,3.74
2/5/2020,1,21.5,9,16.2,20.4,6,14.3,0,0,0,0,14,36,43,17.1,3.48
2/6/2020,0,22.2,4.6,13,16.5,1.6,9.3,0,0,0,0,26.3,64.8,304,20.07,4.08
2/7/2020,0,24.5,10.8,17.4,22.7,7.5,15.1,0,0,0,0,9.2,24.1,136,19.97,4.1
2/8/2020,1,24.4,13.7,18.6,24.2,12,17.7,0,0,0,0,15.8,36.7,118,19.46,3.8
2/9/2020,51,28.1,15.5,20.9,29.4,15.3,21.5,0.1,0.1,0,1,9.7,23.8,123,16.89,3.55
2/10/2020,1,30.2,16.9,23.3,30.8,17.1,23.8,0,0,0,0,8.8,25.9,132,18.36,3.96
2/11/2020,3,24.8,15.6,20.6,25.6,15.5,21.1,0,0,0,0,14.8,33.8,39,14.67,2.95
2/12/2020,51,18.8,12.7,15.7,18.2,12.2,15.3,0.1,0.1,0,1,12.3,28.4,61,14.88,2.48
2/13/2020,1,18.9,12.1,15,16.6,8.9,13.2,0,0,0,0,14,34.9,79,19.98,3.65
2/14/2020,3,13.4,6.7,10.5,10.5,4.9,8.1,0,0,0,0,16.7,39.6,99,10.94,1.73
2/15/2020,3,21.6,9.8,15.3,22.2,8.6,15.1,0,0,0,0,10.4,28.8,91,18.23,3
2/16/2020,1,25.5,14.2,19.8,26.7,13.6,20.3,0,0,0,0,9.6,22.3,105,19.3,3.69
2/17/2020,1,29.1,18.1,22.9,30.7,18.3,24.1,0,0,0,0,11.2,29.9,130,19.32,4.03
